entrez_gene_id	gene_symbol	gene_name	positive	sources	testing
219437	OR5L1	olfactory receptor, family 5, subfamily L, member 1 (gene/pseudogene)	0		1
219438	OR5D18	olfactory receptor, family 5, subfamily D, member 18	0		0
219447	OR5AS1	olfactory receptor, family 5, subfamily AS, member 1	0		1
219453	OR8K5	olfactory receptor, family 8, subfamily K, member 5	0		0
219464	OR5T2	olfactory receptor, family 5, subfamily T, member 2	0		0
219469	OR8H1	olfactory receptor, family 8, subfamily H, member 1	0		0
219473	OR8K3	olfactory receptor, family 8, subfamily K, member 3 (gene/pseudogene)	0		0
219477	OR8J1	olfactory receptor, family 8, subfamily J, member 1	0		1
219479	OR5R1	olfactory receptor, family 5, subfamily R, member 1 (gene/pseudogene)	0		0
219482	OR5M3	olfactory receptor, family 5, subfamily M, member 3	0		1
219484	OR5M8	olfactory receptor, family 5, subfamily M, member 8	0		0
219487	OR5M11	olfactory receptor, family 5, subfamily M, member 11	0		0
219493	OR5AR1	olfactory receptor, family 5, subfamily AR, member 1 (gene/pseudogene)	0		0
219527	LRRC55	leucine rich repeat containing 55	0		0
219537	SMTNL1	smoothelin-like 1	0		0
219539	YPEL4	yippee-like 4 (Drosophila)	0		1
219541	MED19	mediator complex subunit 19	0		0
219557	C7orf62	chromosome 7 open reading frame 62	0		1
219578	ZNF804B	zinc finger protein 804B	0		1
219595	FOLH1B	folate hydrolase 1B	0		0
219621	C10orf107	chromosome 10 open reading frame 107	0		0
219623	TMEM26	transmembrane protein 26	0		0
219654	ZCCHC24	zinc finger, CCHC domain containing 24	0		0
219670	ENKUR	enkurin, TRPC channel interacting protein	0		0
219681	ARMC3	armadillo repeat containing 3	0		0
219688	LOC219688	uncharacterized LOC219688	0		0
219699	UNC5B	unc-5 homolog B (C. elegans)	0		1
219736	STOX1	storkhead box 1	0		1
219738	C10orf35	chromosome 10 open reading frame 35	0		0
219743	TYSND1	trypsin domain containing 1	0		0
219749	ZNF25	zinc finger protein 25	0		1
219770	GJD4	gap junction protein, delta 4, 40.1kDa	0		0
219771	CCNY	cyclin Y	0		0
219790	RTKN2	rhotekin 2	0		1
219793	TBATA	thymus, brain and testes associated	0		0
219833	C11orf45	chromosome 11 open reading frame 45	0		1
219844	HYLS1	hydrolethalus syndrome 1	0		0
219854	TMEM218	transmembrane protein 218	0		1
219855	SLC37A2	solute carrier family 37 (glucose-6-phosphate transporter), member 2	0		0
219858	OR8B12	olfactory receptor, family 8, subfamily B, member 12	0		0
219865	OR8G5	olfactory receptor, family 8, subfamily G, member 5	0		0
219869	OR10G8	olfactory receptor, family 10, subfamily G, member 8	0		0
219870	OR10G9	olfactory receptor, family 10, subfamily G, member 9	0		1
219873	OR10S1	olfactory receptor, family 10, subfamily S, member 1	0		0
219874	OR6T1	olfactory receptor, family 6, subfamily T, member 1	0		1
219875	OR4D5	olfactory receptor, family 4, subfamily D, member 5	0		0
219899	TBCEL	tubulin folding cofactor E-like	0		0
219902	TMEM136	transmembrane protein 136	0		0
219927	MRPL21	mitochondrial ribosomal protein L21	0		0
219931	TPCN2	two pore segment channel 2	0		0
219938	SPATA19	spermatogenesis associated 19	0		1
219952	OR6Q1	olfactory receptor, family 6, subfamily Q, member 1 (gene/pseudogene)	0		1
219954	OR9I1	olfactory receptor, family 9, subfamily I, member 1	0		1
219956	OR9Q1	olfactory receptor, family 9, subfamily Q, member 1	0		1
219957	OR9Q2	olfactory receptor, family 9, subfamily Q, member 2	0		0
219958	OR1S2	olfactory receptor, family 1, subfamily S, member 2	0		1
219959	OR1S1	olfactory receptor, family 1, subfamily S, member 1 (gene/pseudogene)	0		1
219960	OR10Q1	olfactory receptor, family 10, subfamily Q, member 1	0		0
219965	OR5B17	olfactory receptor, family 5, subfamily B, member 17	0		0
219968	OR5B21	olfactory receptor, family 5, subfamily B, member 21	0		0
219970	GLYATL2	glycine-N-acyltransferase-like 2	0		0
219972	MPEG1	macrophage expressed 1	0		0
219981	OR5A2	olfactory receptor, family 5, subfamily A, member 2	0		0
219982	OR5A1	olfactory receptor, family 5, subfamily A, member 1	0		0
219983	OR4D6	olfactory receptor, family 4, subfamily D, member 6	0		0
219986	OR4D11	olfactory receptor, family 4, subfamily D, member 11	0		1
219988	PATL1	protein associated with topoisomerase II homolog 1 (yeast)	0		1
219990	OOSP2	oocyte secreted protein 2	0		0
219995	MS4A15	membrane-spanning 4-domains, subfamily A, member 15	0		1
220001	VWCE	von Willebrand factor C and EGF domains	0		0
220002	CYB561A3	cytochrome b561 family, member A3	0		1
220004	PPP1R32	protein phosphatase 1, regulatory subunit 32	0		1
220032	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	0		0
220042	DDIAS	DNA damage-induced apoptosis suppressor	0		0
220047	CCDC83	coiled-coil domain containing 83	0		0
220064	ORAOV1	oral cancer overexpressed 1	0		0
220074	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	0		1
220081	ERICH6B	glutamate-rich 6B	0		1
220082	SPERT	spermatid associated	0		0
220107	DLEU7	deleted in lymphocytic leukemia, 7	0		0
220108	FAM124A	family with sequence similarity 124A	0		0
220134	SKA1	spindle and kinetochore associated complex subunit 1	0		0
220136	CFAP53	cilia and flagella associated protein 53	0		0
220158	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1 (non-protein coding)	0		0
220164	DOK6	docking protein 6	0		0
220202	ATOH7	atonal homolog 7 (Drosophila)	0		0
220213	OTUD1	OTU deubiquitinase 1	0		1
220296	HEPACAM	hepatic and glial cell adhesion molecule	0		0
220323	OAF	OAF homolog (Drosophila)	0		0
220359	TIGD3	tigger transposable element derived 3	0		0
220382	FAM181B	family with sequence similarity 181, member B	0		0
220388	CCDC89	coiled-coil domain containing 89	0		0
220416	LRRC63	leucine rich repeat containing 63	0		0
220441	RNF152	ring finger protein 152	0		0
220869	CBWD5	COBW domain containing 5	0		0
220929	ZNF438	zinc finger protein 438	0		0
220963	SLC16A9	solute carrier family 16, member 9	0		0
220965	FAM13C	family with sequence similarity 13, member C	0		1
220972	MARCH8	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase	0		0
220979	C10orf25	chromosome 10 open reading frame 25	0		0
220988	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	0		1
220992	ZNF485	zinc finger protein 485	0		0
221002	RASGEF1A	RasGEF domain family, member 1A	0		0
221035	REEP3	receptor accessory protein 3	0		0
221037	JMJD1C	jumonji domain containing 1C	0		0
221044	UCMA	upper zone of growth plate and cartilage matrix associated	0		0
221060	C10orf111	chromosome 10 open reading frame 111	0		0
221061	FAM171A1	family with sequence similarity 171, member A1	0		0
221074	SLC39A12	solute carrier family 39 (zinc transporter), member 12	0		0
221078	NSUN6	NOP2/Sun domain family, member 6	0		0
221079	ARL5B	ADP-ribosylation factor-like 5B	0		0
221091	LRRN4CL	LRRN4 C-terminal like	0		0
221092	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U-like 2	0		1
221120	ALKBH3	alkB, alkylation repair homolog 3 (E. coli)	0		0
221143	N6AMT2	N-6 adenine-specific DNA methyltransferase 2 (putative)	0		1
221150	SKA3	spindle and kinetochore associated complex subunit 3	0		0
221154	MICU2	mitochondrial calcium uptake 2	0		0
221178	SPATA13	spermatogenesis associated 13	0		0
221184	CPNE2	copine II	0		0
221188	ADGRG5	adhesion G protein-coupled receptor G5	0		1
221191	PRSS54	protease, serine, 54	0		0
221223	CES5A	carboxylesterase 5A	0		0
221264	AK9	adenylate kinase 9	0		1
221294	NT5DC1	5'-nucleotidase domain containing 1	0		1
221301	FAM26D	family with sequence similarity 26, member D	0		0
221302	ZUFSP	zinc finger with UFM1-specific peptidase domain	0		1
221303	FAM162B	family with sequence similarity 162, member B	0		0
221322	TBC1D32	TBC1 domain family, member 32	0		0
221336	BEND6	BEN domain containing 6	0		0
221357	GSTA5	glutathione S-transferase alpha 5	0		0
221391	OPN5	opsin 5	0		0
221393	ADGRF4	adhesion G protein-coupled receptor F4	0		0
221395	ADGRF5	adhesion G protein-coupled receptor F5	0		1
221400	TDRD6	tudor domain containing 6	0		0
221409	SPATS1	spermatogenesis associated, serine-rich 1	0		0
221416	C6orf223	chromosome 6 open reading frame 223	0		0
221421	RSPH9	radial spoke head 9 homolog (Chlamydomonas)	0		0
221424	LRRC73	leucine rich repeat containing 73	0		0
221443	OARD1	O-acyl-ADP-ribose deacylase 1	0		0
221458	KIF6	kinesin family member 6	0		0
221468	TMEM217	transmembrane protein 217	0		0
221472	FGD2	FYVE, RhoGEF and PH domain containing 2	0		0
221476	PI16	peptidase inhibitor 16	0		1
221477	C6orf89	chromosome 6 open reading frame 89	0		1
221481	ARMC12	armadillo repeat containing 12	0		0
221491	C6orf1	chromosome 6 open reading frame 1	0		0
221496	LEMD2	LEM domain containing 2	0		0
221504	ZBTB9	zinc finger and BTB domain containing 9	0		0
221527	ZBTB12	zinc finger and BTB domain containing 12	0		1
221545	C6orf136	chromosome 6 open reading frame 136	0		1
221613	HIST1H2AA	histone cluster 1, H2aa	0		0
221656	KDM1B	lysine (K)-specific demethylase 1B	0		1
221662	RBM24	RNA binding motif protein 24	0		1
221687	RNF182	ring finger protein 182	0		0
221692	PHACTR1	phosphatase and actin regulator 1	0		0
221710	SMIM13	small integral membrane protein 13	0		0
221711	SYCP2L	synaptonemal complex protein 2-like	0		1
221749	PXDC1	PX domain containing 1	0		0
221785	ZSCAN25	zinc finger and SCAN domain containing 25	0		0
221786	FAM200A	family with sequence similarity 200, member A	0		1
221806	VWDE	von Willebrand factor D and EGF domains	0		0
221814	LOC221814	uncharacterized LOC221814	0		1
221823	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	0		0
221830	TWISTNB	TWIST neighbor	0		0
221833	SP8	Sp8 transcription factor	0		0
221895	JAZF1	JAZF zinc finger 1	0		0
221908	PPP1R35	protein phosphatase 1, regulatory subunit 35	0		0
221914	GPC2	glypican 2	0		0
221927	BRAT1	BRCA1-associated ATM activator 1	1	DISEASES	0
221935	SDK1	sidekick cell adhesion molecule 1	0		0
221937	FOXK1	forkhead box K1	0		0
221938	MMD2	monocyte to macrophage differentiation-associated 2	0		1
221955	DAGLB	diacylglycerol lipase, beta	0		0
221960	CCZ1B	CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae)	0		0
221981	THSD7A	thrombospondin, type I, domain containing 7A	0		0
222008	VSTM2A	V-set and transmembrane domain containing 2A	0		0
222068	TMED4	transmembrane emp24 protein transport domain containing 4	0		1
222166	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)	0		1
222171	PRR15	proline rich 15	0		1
222183	SRRM3	serine/arginine repetitive matrix 3	0		0
222194	RSBN1L	round spermatid basic protein 1-like	0		1
222223	KIAA1324L	KIAA1324-like	0		1
222229	LRWD1	leucine-rich repeats and WD repeat domain containing 1	0		1
222234	FAM185A	family with sequence similarity 185, member A	0		0
222235	FBXL13	F-box and leucine-rich repeat protein 13	0		0
222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	0		1
222255	ATXN7L1	ataxin 7-like 1	0		1
222256	CDHR3	cadherin-related family member 3	0		1
222344	LOC222344	TNF receptor-associated factor 6	0		1
222389	BEND7	BEN domain containing 7	0		1
222484	LNX2	ligand of numb-protein X 2	0		0
222487	ADGRG3	adhesion G protein-coupled receptor G3	0		0
222537	HS3ST5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	0		1
222545	GPRC6A	G protein-coupled receptor, class C, group 6, member A	0		0
222546	RFX6	regulatory factor X, 6	0		0
222553	SLC35F1	solute carrier family 35, member F1	0		1
222584	FAM83B	family with sequence similarity 83, member B	0		0
222611	ADGRF2	adhesion G protein-coupled receptor F2	0		0
222642	TSPO2	translocator protein 2	0		0
222643	UNC5CL	unc-5 homolog C (C. elegans)-like	0		0
222658	KCTD20	potassium channel tetramerization domain containing 20	0		0
222659	PXT1	peroxisomal, testis specific 1	0		1
222662	LHFPL5	lipoma HMGIC fusion partner-like 5	0		1
222663	SCUBE3	signal peptide, CUB domain, EGF-like 3	0		0
222696	ZSCAN23	zinc finger and SCAN domain containing 23	0		0
222698	NKAPL	NFKB activating protein-like	0		0
222826	FAM217A	family with sequence similarity 217, member A	0		0
222865	TMEM130	transmembrane protein 130	0		0
222894	FERD3L	Fer3-like bHLH transcription factor	0		0
222950	NYAP1	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1	0		0
222962	SLC29A4	solute carrier family 29 (equilibrative nucleoside transporter), member 4	0		0
222967	RSPH10B	radial spoke head 10 homolog B (Chlamydomonas)	0		0
223075	CCDC129	coiled-coil domain containing 129	0		0
223082	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase	0		1
223117	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	0		0
225689	MAPK15	mitogen-activated protein kinase 15	0		0
245711	SPDYA	speedy/RINGO cell cycle regulator family member A	0		0
245802	MS4A6E	membrane-spanning 4-domains, subfamily A, member 6E	0		0
245806	VGLL2	vestigial-like family member 2	0		0
245812	CNPY4	canopy FGF signaling regulator 4	0		0
245908	DEFB105A	defensin, beta 105A	0		0
245909	DEFB106A	defensin, beta 106A	0		1
245910	DEFB107A	defensin, beta 107A	0		0
245911	DEFB108B	defensin, beta 108B	0		0
245913	DEFB110	defensin, beta 110	0		0
245915	DEFB112	defensin, beta 112	0		0
245927	DEFB113	defensin, beta 113	0		0
245928	DEFB114	defensin, beta 114	0		1
245929	DEFB115	defensin, beta 115	0		0
245930	DEFB116	defensin, beta 116	0		0
245932	DEFB119	defensin, beta 119	0		0
245934	DEFB121	defensin, beta 121	0		0
245936	DEFB123	defensin, beta 123	0		0
245937	DEFB124	defensin, beta 124	0		0
245938	DEFB125	defensin, beta 125	0		0
245939	DEFB128	defensin, beta 128	0		0
245940	DEFB130	defensin, beta 130	0		0
245972	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2	0		0
245973	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	0		1
246100	CTAG1A	cancer/testis antigen 1A	0		1
246175	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	0		0
246176	GAS2L2	growth arrest-specific 2 like 2	0		0
246184	CDC26	cell division cycle 26	0		1
246213	SLC17A8	solute carrier family 17 (vesicular glutamate transporter), member 8	0		1
246243	RNASEH1	ribonuclease H1	0		0
246269	LACE1	lactation elevated 1	0		0
246318	FLJ13773	uncharacterized LOC246318	0		1
246329	STAC3	SH3 and cysteine rich domain 3	0		1
246330	PELI3	pellino E3 ubiquitin protein ligase family member 3	0		0
246721	POLR2J2	polymerase (RNA) II (DNA directed) polypeptide J2	0		1
246724	LOC246724	DNA directed RNA polymerase II polypeptide J-related gene	0		1
246725	LOC246725	DNA directed RNA polymerase II polypeptide J-related gene	0		1
246744	STH	saitohin	0		0
246777	SPESP1	sperm equatorial segment protein 1	0		1
246778	IL27	interleukin 27	0		0
252839	TMEM9	transmembrane protein 9	0		0
252862	LOC252862	CDC26 subunit of anaphase promoting complex-related gene	0		0
252884	ZNF396	zinc finger protein 396	0		0
252969	NEIL2	nei endonuclease VIII-like 2 (E. coli)	0		1
252983	STXBP4	syntaxin binding protein 4	0		1
252995	FNDC5	fibronectin type III domain containing 5	0		0
253012	HEPACAM2	HEPACAM family member 2	0		0
253017	TECRL	trans-2,3-enoyl-CoA reductase-like	0		0
253143	PRR14L	proline rich 14-like	0		0
253152	EPHX4	epoxide hydrolase 4	0		1
253175	CDY1B	chromodomain protein, Y-linked, 1B	0		1
253190	SERHL2	serine hydrolase-like 2	0		1
253260	RICTOR	RPTOR independent companion of MTOR, complex 2	0		1
253314	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	0		1
253430	IPMK	inositol polyphosphate multikinase	0		0
253461	ZBTB38	zinc finger and BTB domain containing 38	0		0
253512	SLC25A30	solute carrier family 25, member 30	0		0
253558	LCLAT1	lysocardiolipin acyltransferase 1	0		0
253559	CADM2	cell adhesion molecule 2	0		0
253582	TMEM244	transmembrane protein 244	0		0
253635	GPATCH11	G patch domain containing 11	0		0
253639	ZNF620	zinc finger protein 620	0		0
253650	ANKRD18A	ankyrin repeat domain 18A	0		1
253714	MMS22L	MMS22-like, DNA repair protein	0		1
253725	FAM21C	family with sequence similarity 21, member C	0		0
253738	EBF3	early B-cell factor 3	0		0
253769	WDR27	WD repeat domain 27	0		0
253782	CERS6	ceramide synthase 6	0		0
253827	MSRB3	methionine sulfoxide reductase B3	0		0
253832	ZDHHC20	zinc finger, DHHC-type containing 20	0		0
253935	ANGPTL5	angiopoietin-like 5	0		1
253943	YTHDF3	YTH N(6)-methyladenosine RNA binding protein 3	0		0
253959	RALGAPA1	Ral GTPase activating protein, alpha subunit 1 (catalytic)	0		0
253970	SFTA3	surfactant associated 3	0		0
253980	KCTD13	potassium channel tetramerization domain containing 13	0		1
253982	ASPHD1	aspartate beta-hydroxylase domain containing 1	0		1
254013	METTL20	methyltransferase like 20	0		1
254042	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	0		1
254048	UBN2	ubinuclein 2	0		0
254050	LRRC43	leucine rich repeat containing 43	0		0
254065	BRWD3	bromodomain and WD repeat domain containing 3	0		1
254102	EHBP1L1	EH domain binding protein 1-like 1	0		0
254122	SNX32	sorting nexin 32	0		0
254158	CXorf58	chromosome X open reading frame 58	0		0
254170	FBXO33	F-box protein 33	0		1
254173	TTLL10	tubulin tyrosine ligase-like family member 10	0		0
254187	TSGA10IP	testis specific, 10 interacting protein	0		0
254225	RNF169	ring finger protein 169	0		0
254228	FAM26E	family with sequence similarity 26, member E	0		0
254240	BPIFC	BPI fold containing family C	0		1
254251	LCORL	ligand dependent nuclear receptor corepressor-like	0		1
254263	CNIH2	cornichon family AMPA receptor auxiliary protein 2	0		0
254268	AKNAD1	AKNA domain containing 1	0		1
254272	TBC1D28	TBC1 domain family, member 28	0		0
254295	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	0		0
254359	ZDHHC24	zinc finger, DHHC-type containing 24	0		0
254394	MCM9	minichromosome maintenance complex component 9	0		0
254427	PROSER2	proline and serine rich 2	0		0
254428	SLC41A1	solute carrier family 41 (magnesium transporter), member 1	0		0
254439	C11orf86	chromosome 11 open reading frame 86	0		0
254528	MEIOB	meiosis specific with OB domains	0		0
254531	LPCAT4	lysophosphatidylcholine acyltransferase 4	0		0
254552	NUDT8	nudix (nucleoside diphosphate linked moiety X)-type motif 8	0		0
254773	LYG2	lysozyme G-like 2	0		0
254778	C8orf46	chromosome 8 open reading frame 46	0		0
254783	OR6C74	olfactory receptor, family 6, subfamily C, member 74	0		0
254786	OR6C3	olfactory receptor, family 6, subfamily C, member 3	0		0
254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	0		1
254863	TMEM256	transmembrane protein 256	0		0
254879	OR2T6	olfactory receptor, family 2, subfamily T, member 6	0		1
254887	ZDHHC23	zinc finger, DHHC-type containing 23	0		1
254910	LCE5A	late cornified envelope 5A	0		0
254950	KRTAP15-1	keratin associated protein 15-1	0		1
254956	MORN5	MORN repeat containing 5	0		1
254973	OR1L4	olfactory receptor, family 1, subfamily L, member 4	0		0
255022	CALHM1	calcium homeostasis modulator 1	0		0
255027	MPV17L	MPV17 mitochondrial membrane protein-like	0		0
255042	MGC16723	uncharacterized protein MGC16723	0		1
255043	TMEM86B	transmembrane protein 86B	0		0
255057	C19orf26	chromosome 19 open reading frame 26	0		0
255061	TAC4	tachykinin 4 (hemokinin)	0		1
255101	CCDC108	coiled-coil domain containing 108	0		0
255104	TMCO4	transmembrane and coiled-coil domains 4	0		1
255119	C4orf22	chromosome 4 open reading frame 22	0		0
255189	PLA2G4F	phospholipase A2, group IVF	0		0
255220	TXNDC8	thioredoxin domain containing 8 (spermatozoa)	0		1
255231	MCOLN2	mucolipin 2	0		1
255239	ANKK1	ankyrin repeat and kinase domain containing 1	0		1
255252	LRRC57	leucine rich repeat containing 57	0		0
255275	MYADML2	myeloid-associated differentiation marker-like 2	0		0
255313	CT47A11	cancer/testis antigen family 47, member A11	0		0
255324	EPGN	epithelial mitogen	0		1
255349	TMEM211	transmembrane protein 211	0		0
255374	MBLAC1	metallo-beta-lactamase domain containing 1	0		0
255394	TCP11L2	t-complex 11, testis-specific-like 2	0		0
255403	ZNF718	zinc finger protein 718	0		1
255426	RASGEF1C	RasGEF domain family, member 1C	0		0
255488	RNF144B	ring finger protein 144B	0		1
255520	ELMOD2	ELMO/CED-12 domain containing 2	0		1
255626	HIST1H2BA	histone cluster 1, H2ba	0		1
255631	COL24A1	collagen, type XXIV, alpha 1	0		1
255725	OR52B2	olfactory receptor, family 52, subfamily B, member 2	0		1
255738	PCSK9	proprotein convertase subtilisin/kexin type 9	0		0
255743	NPNT	nephronectin	0		0
255758	TCTEX1D2	Tctex1 domain containing 2	0		0
255762	PDZD9	PDZ domain containing 9	0		0
255783	INAFM1	InaF-motif containing 1	0		0
255798	SMCO1	single-pass membrane protein with coiled-coil domains 1	0		1
255809	C19orf38	chromosome 19 open reading frame 38	0		1
255877	BCL6B	B-cell CLL/lymphoma 6, member B	0		0
255919	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	0		0
255928	SYT14	synaptotagmin XIV	0		0
255967	PAN3	PAN3 poly(A) specific ribonuclease subunit	0		0
256006	ANKRD31	ankyrin repeat domain 31	0		0
256021	C12orf79	chromosome 12 open reading frame 79	0		0
256051	ZNF549	zinc finger protein 549	0		0
256076	COL6A5	collagen, type VI, alpha 5	0		0
256126	SYCE2	synaptonemal complex central element protein 2	0		0
256130	TMEM196	transmembrane protein 196	0		0
256144	OR4C3	olfactory receptor, family 4, subfamily C, member 3	0		0
256148	OR4S1	olfactory receptor, family 4, subfamily S, member 1	0		1
256158	HMCN2	hemicentin 2	0		1
256223	CDRT15L2	CMT1A duplicated region transcript 15-like 2	0		0
256227	STEAP1B	STEAP family member 1B	0		0
256281	NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	0		1
256297	PTF1A	pancreas specific transcription factor, 1a	0		0
256302	NATD1	N-acetyltransferase domain containing 1	0		0
256309	CCDC110	coiled-coil domain containing 110	0		0
256329	LMNTD2	lamin tail domain containing 2	0		0
256356	GK5	glycerol kinase 5 (putative)	0		1
256364	EML3	echinoderm microtubule associated protein like 3	0		0
256380	SCML4	sex comb on midleg-like 4 (Drosophila)	0		0
256394	SERPINA11	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11	0		0
256435	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	0		0
256471	MFSD8	major facilitator superfamily domain containing 8	1	DISEASES	0
256472	TMEM151A	transmembrane protein 151A	0		0
256536	TCERG1L	transcription elongation regulator 1-like	0		1
256586	LYSMD2	LysM, putative peptidoglycan-binding, domain containing 2	0		1
256643	CXorf23	chromosome X open reading frame 23	0		0
256646	NUTM1	NUT midline carcinoma, family member 1	0		1
256691	MAMDC2	MAM domain containing 2	0		0
256710	GLIPR1L1	GLI pathogenesis-related 1 like 1	0		1
256714	MAP7D2	MAP7 domain containing 2	0		0
256764	WDR72	WD repeat domain 72	0		0
256815	C10orf67	chromosome 10 open reading frame 67	0		0
256824	LOC256824	cryptic gene	0		0
256892	OR51F1	olfactory receptor, family 51, subfamily F, member 1 (gene/pseudogene)	0		0
256933	NPB	neuropeptide B	0		0
256949	KANK3	KN motif and ankyrin repeat domains 3	0		0
256957	HEATR9	HEAT repeat containing 9	0		0
256979	SUN3	Sad1 and UNC84 domain containing 3	0		0
256987	SERINC5	serine incorporator 5	0		0
257019	FRMD3	FERM domain containing 3	0		0
257044	C1orf101	chromosome 1 open reading frame 101	0		0
257062	CATSPERD	catsper channel auxiliary subunit delta	0		0
257068	PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2	0		1
257101	ZNF683	zinc finger protein 683	0		0
257106	ARHGAP30	Rho GTPase activating protein 30	0		0
257144	GCSAM	germinal center-associated, signaling and motility	0		0
257152	LOC257152	uncharacterized LOC257152	0		1
257160	RNF214	ring finger protein 214	0		0
257169	C9orf43	chromosome 9 open reading frame 43	0		0
257177	CFAP126	cilia and flagella associated protein 126	0		0
257194	NEGR1	neuronal growth regulator 1	0		0
257202	GPX6	glutathione peroxidase 6	0		0
257218	SHPRH	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase	0		0
257236	CCDC96	coiled-coil domain containing 96	0		0
257240	KLHL34	kelch-like family member 34	0		0
257313	UTS2B	urotensin 2B	0		0
257364	SNX33	sorting nexin 33	0		0
257397	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	0		0
257407	C2orf72	chromosome 2 open reading frame 72	0		0
257415	FAM133B	family with sequence similarity 133, member B	0		0
257629	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	0		0
258010	SVIP	small VCP/p97-interacting protein	0		1
259173	ALS2CL	ALS2 C-terminal like	0		1
259197	NCR3	natural cytotoxicity triggering receptor 3	0		1
259215	LY6G6F	lymphocyte antigen 6 complex, locus G6F	0		0
259217	HSPA12A	heat shock 70kDa protein 12A	0		1
259230	SGMS1	sphingomyelin synthase 1	0		0
259232	NALCN	sodium leak channel, non selective	0		0
259236	TMIE	transmembrane inner ear	0		0
259239	WFDC11	WAP four-disulfide core domain 11	0		0
259240	WFDC9	WAP four-disulfide core domain 9	0		0
259249	MRGPRX1	MAS-related GPR, member X1	0		0
259266	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	0		0
259282	BOD1L1	biorientation of chromosomes in cell division 1-like 1	0		0
259285	TAS2R39	taste receptor, type 2, member 39	0		1
259286	TAS2R40	taste receptor, type 2, member 40	0		1
259287	TAS2R41	taste receptor, type 2, member 41	0		0
259289	TAS2R43	taste receptor, type 2, member 43	0		0
259290	TAS2R31	taste receptor, type 2, member 31	0		0
259291	TAS2R45	taste receptor, type 2, member 45	0		0
259292	TAS2R46	taste receptor, type 2, member 46	0		1
259293	TAS2R30	taste receptor, type 2, member 30	0		0
259294	TAS2R19	taste receptor, type 2, member 19	0		1
259295	TAS2R20	taste receptor, type 2, member 20	0		0
259296	TAS2R50	taste receptor, type 2, member 50	0		0
259307	IL4I1	interleukin 4 induced 1	0		0
259308	FAM205A	family with sequence similarity 205, member A	0		1
260293	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1	0		0
260404	LOC260404	DKFZp434F1819 related gene	0		0
260425	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	0		0
260429	PRSS33	protease, serine, 33	0		0
260434	PYDC1	PYD (pyrin domain) containing 1	0		0
260436	FDCSP	follicular dendritic cell secreted protein	0		0
261726	TIPRL	TOR signaling pathway regulator	0		0
261729	STEAP2	STEAP family member 2, metalloreductase	0		0
261734	NPHP4	nephronophthisis 4	0		0
266553	OFCC1	orofacial cleft 1 candidate 1	0		1
266629	SEC14L3	SEC14-like 3 (S. cerevisiae)	0		0
266665	TAS2R33	taste receptor, type 2, member 33	0		0
266666	TAS2R36	taste receptor, type 2, member 36	0		0
266667	TAS2R37	taste receptor, type 2, member 37	0		1
266675	BEST4	bestrophin 4	0		0
266722	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	0		0
266727	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	0		0
266740	MAGEA2B	melanoma antigen family A2B	0		1
266743	NPAS4	neuronal PAS domain protein 4	0		1
266747	RGL4	ral guanine nucleotide dissociation stimulator-like 4	0		0
266811	NPSA	novel prostate-specific antigen	0		0
266812	NAP1L5	nucleosome assembly protein 1-like 5	0		0
